original_index,if_score,if_prediction,severity_unified_original,severity_unified_binary
352,0.16976101424890983,normal,-,0
353,0.16498105925738626,normal,-,0
354,0.15192988643162547,normal,-,0
355,0.15594740002051233,normal,-,0
356,0.16658565645264756,normal,-,0
357,0.1747074778726691,normal,-,0
358,0.1747074778726691,normal,-,0
359,0.16761835398818042,normal,-,0
360,0.16498105925738626,normal,-,0
361,0.17215984767272324,normal,-,0
362,0.17036957209376047,normal,-,0
363,0.15494321682042045,normal,-,0
364,0.16761835398818042,normal,-,0
365,0.1747074778726691,normal,-,0
366,0.16498105925738626,normal,-,0
367,0.1668069152364206,normal,-,0
368,0.16975952300756586,normal,-,0
369,0.15684746119138204,normal,-,0
370,0.15702250941146378,normal,-,0
371,0.16975952300756586,normal,-,0
372,0.15241298185990665,normal,-,0
373,0.16727635488171855,normal,-,0
374,0.1589046089985931,normal,-,0
375,0.1384999732986707,normal,-,0
376,0.1311160799887422,normal,-,0
377,0.14665150171693314,normal,-,0
378,0.12943353480509806,normal,-,0
379,0.11614153878946226,normal,-,0
380,0.1414364606388222,normal,-,0
381,0.147364282148847,normal,-,0
382,0.13200570506502257,normal,-,0
383,0.09540490673686969,normal,-,0
384,0.13913317809958953,normal,-,0
385,0.11788044156167532,normal,-,0
386,0.13913317809958953,normal,-,0
387,0.10717073938444693,normal,-,0
388,0.10189290056239375,normal,-,0
389,0.07206625460860511,normal,-,0
390,0.07200897319878591,normal,-,0
391,0.06958630745616029,normal,-,0
392,0.08242102958937758,normal,-,0
393,0.09069535924482824,normal,-,0
394,0.054784497473195026,normal,-,0
395,0.08573597076828654,normal,-,0
396,0.07510215680529181,normal,-,0
397,0.090328891833172,normal,-,0
398,0.1342689420018826,normal,-,0
399,0.13051616378671183,normal,-,0
400,0.14008192377563172,normal,-,0
401,0.1396912379958743,normal,-,0
402,0.12579312336868803,normal,-,0
403,0.14119060135091488,normal,-,0
404,0.05774294705684757,normal,-,0
405,0.07045541746300821,normal,info,0
406,0.06801298054941723,normal,info,0
407,0.09620583873800387,normal,information,0
408,0.045177720117997255,normal,information,0
409,-0.08024828460263744,abnormal,information,0
410,0.0450421982876571,normal,info,0
411,-0.0019372322285358123,abnormal,information,0
412,0.025491807480987172,normal,information,0
413,-0.04544096212491666,abnormal,information,0
414,-0.003959468991704296,abnormal,information,0
415,0.025491807480987172,normal,information,0
416,0.05518808378346357,normal,information,0
417,0.09778842367207963,normal,info,0
418,0.10072850395498256,normal,info,0
419,0.024504464490806566,normal,information,0
420,0.10563575420398685,normal,info,0
421,0.10148443122128703,normal,info,0
422,0.07994282378945222,normal,information,0
423,0.05810821477266426,normal,information,0
424,-0.06401088067315064,abnormal,Error,1
425,-0.03749226632055447,abnormal,info,0
426,-0.0785067689588651,abnormal,info,0
427,-0.08265282917197547,abnormal,info,0
428,-0.09429284222972822,abnormal,Notice,0
429,0.089571263089401,normal,info,0
430,0.010484434685922306,normal,information,0
431,0.03786091339699943,normal,information,0
432,-0.07652125370288321,abnormal,information,0
433,-0.003564534955387222,abnormal,information,0
434,0.03786091339699943,normal,information,0
435,0.04118970927725135,normal,information,0
436,0.11199558689276434,normal,info,0
437,0.10400930914459594,normal,info,0
438,0.06044454550640921,normal,information,0
439,0.0937127138666301,normal,info,0
440,0.0944358835096129,normal,info,0
441,0.04240472190902839,normal,info,0
442,0.03815644898569831,normal,info,0
443,0.09620583873800387,normal,information,0
444,0.08047141597899926,normal,information,0
445,0.07598375311294508,normal,info,0
446,0.07496913832762842,normal,info,0
447,0.05810821477266426,normal,information,0
448,0.035655261584857934,normal,info,0
449,0.03722523820363388,normal,info,0
450,0.06724195318479892,normal,info,0
451,0.0776009142561393,normal,info,0
452,0.09620583873800387,normal,information,0
453,0.0450421982876571,normal,info,0
454,-0.0008141305630103846,abnormal,information,0
455,-0.008367702744740635,abnormal,information,0
456,-0.0028249764198644556,abnormal,information,0
457,-0.005888074221128026,abnormal,information,0
458,0.09181398671704699,normal,info,0
459,0.0944638857044906,normal,info,0
460,0.08047141597899926,normal,information,0
461,0.14850659345033096,normal,-,0
462,0.16151886152188039,normal,-,0
463,0.16670357861824187,normal,-,0
464,0.16670357861824187,normal,-,0
465,0.15596193656664198,normal,-,0
466,0.16218384197583485,normal,-,0
467,0.16218384197583485,normal,-,0
468,0.16023103450748405,normal,-,0
469,0.15861578618562472,normal,-,0
470,0.15859655414477336,normal,-,0
471,0.16354525980946888,normal,-,0
472,0.15949217604194754,normal,-,0
473,0.16670357861824187,normal,-,0
474,0.16670357861824187,normal,-,0
475,0.15861578618562472,normal,-,0
476,0.17217560186610903,normal,-,0
477,0.1642094823251607,normal,-,0
478,0.16976101424890983,normal,-,0
479,0.16498105925738626,normal,-,0
480,0.15459879959333994,normal,-,0
481,0.15555109165938236,normal,-,0
482,0.1747074778726691,normal,-,0
483,0.16498105925738626,normal,-,0
484,0.16836658521940262,normal,-,0
485,0.16976101424890983,normal,-,0
486,0.16976101424890983,normal,-,0
487,0.16498105925738626,normal,-,0
488,0.15192988643162547,normal,-,0
489,0.15594740002051233,normal,-,0
490,0.16658565645264756,normal,-,0
491,0.1747074778726691,normal,-,0
492,0.1747074778726691,normal,-,0
493,0.16761835398818042,normal,-,0
494,0.16498105925738626,normal,-,0
495,0.17215984767272324,normal,-,0
496,0.17036957209376047,normal,-,0
497,0.15494321682042045,normal,-,0
498,0.16761835398818042,normal,-,0
499,0.1747074778726691,normal,-,0
